step,object,x,y,zoom,page,question,answer,alt_text,layer1_button,layer1_content,layer2_button,layer2_content,clip_start,clip_end,loop
paso,objeto,x,y,zoom,pagina,pregunta,respuesta,texto_alt,boton1,contenido1,boton2,contenido2,inicio_clip,fin_clip,bucle
1,cihualyaomiquiz-the-jaguarimages0,0.542783105143937,0.4690774170379201,1.08,,What am I looking at?,This is a comic book created in response to the passing of Proposition 187. The comic was created in order to advocate for the rights of immigrants and shows just one example of resistance literature from the time.,,Learn more,blank_template-what-was-proposition.md,,,,,
2,cihualyaomiquiz-the-jaguarimages5,0.5167205724757978,0.6177127814797653,1.296,,What was the comic about?,"In The Jaguar we follow the story of Linda Rivera, a law student and superhero, who fights against a rising tide of white supremacy, corporate greed, and racial profiling. Rivera encapsulates her ancestors, as displayed by her jaguar print costume and traditional headpiece. ",,,,,,,,
3,cihualyaomiquiz-the-jaguarimages3,0.5226779249049803,0.5776372607171242,1.367907619247212,,What did the comic advocate for?,"The comic's primary purpose was to advocate for the rights of people of color, especially considering the racial profiling which was enabled by Proposition 187. The author, Laura Molina, subscribed to the belief of ethnic empowerment -- an ideology which can be found throughout the comic. ",,,,,,,,
